	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr	mean	stdv
1494	GO:0030163	1.0	0.336559676493358	0	9	protein catabolic process	BP	1.0	2495.222222222222	553.5762072957531
1495	GO:0030177	1.0	0.3797047117316878	0	8	positive regulation of Wnt signaling pathway	BP	1.0	3046.75	887.2981108398687
1496	GO:0030237	1.0	0.4147604885295178	0	8	female sex determination	BP	1.0	1542.625	767.8577240446306
1497	GO:0030336	1.0	0.5176604443116735	0	6	negative regulation of cell migration	BP	1.0	2502.6666666666665	1474.9658376458156
1498	GO:0030422	1.0	0.3140600200582721	0	10	siRNA processing	BP	1.0	2971.6	1949.282750141703
1499	GO:0030512	1.0	0.692529318970678	0	6	negative regulation of transforming growth factor beta receptor signaling pathway	BP	1.0	393.0	74.91550796285995
1500	GO:0030641	1.0	0.4287451741858671	0	7	regulation of cellular pH	BP	1.0	3206.0	1470.7375214982642
1501	GO:0030706	1.0	0.4891677341723621	0	6	germarium-derived oocyte differentiation	BP	1.0	4013.1666666666665	2445.490640387369
1502	GO:0030709	1.0	0.5675820627986562	0	5	border follicle cell delamination	BP	1.0	4324.2	2678.4951297323655
1503	GO:0030723	1.0	0.265376487859734	0	11	ovarian fusome organization	BP	1.0	4512.636363636364	3485.5005711382346
1504	GO:0030948	1.0	0.4310147290741373	0	7	negative regulation of vascular endothelial growth factor receptor signaling pathway	BP	1.0	4687.571428571428	2022.3813302386766
1505	GO:0030951	1.0	0.3353309801958525	0	9	establishment or maintenance of microtubule cytoskeleton polarity	BP	1.0	4124.777777777777	2205.7585632852415
1506	GO:0031000	1.0	0.485635284094101	0	6	response to caffeine	BP	1.0	2675.1666666666665	1643.146211456005
1507	GO:0031047	1.0	0.3289907659779779	0	10	gene silencing by RNA	BP	1.0	1929.5	1028.2476598563208
1508	GO:0031053	1.0	0.5692674317537669	0	5	primary miRNA processing	BP	1.0	2755.6	1219.5155759562892
1509	GO:0031054	1.0	0.488232210200981	0	6	pre-miRNA processing	BP	1.0	3634.8333333333335	2146.6241261312816
1510	GO:0031110	1.0	0.3626471575358801	0	9	regulation of microtubule polymerization or depolymerization	BP	1.0	2011.4444444444443	1501.962946066921
1511	GO:0031122	1.0	0.0357656186030365	0	28	cytoplasmic microtubule organization	BP	1.0	5039.642857142857	4144.7973689424
1512	GO:0031123	1.0	0.3789337836382005	0	8	RNA 3'-end processing	BP	1.0	3226.125	1411.6272912405032
1513	GO:0031124	1.0	0.4874801989966284	0	6	mRNA 3'-end processing	BP	1.0	2150.1666666666665	800.6548188132567
1514	GO:0031204	1.0	0.514420202393867	0	7	post-translational protein targeting to membrane, translocation	BP	1.0	1300.142857142857	906.3862986878054
1515	GO:0031340	1.0	0.5655006807370303	0	5	positive regulation of vesicle fusion	BP	1.0	2657.4	1574.4344508425875
1516	GO:0031398	1.0	0.2760190935048091	0	11	positive regulation of protein ubiquitination	BP	1.0	2458.4545454545455	1351.79048696947
1517	GO:0031440	1.0	0.4153857205739422	0	8	regulation of mRNA 3'-end processing	BP	1.0	1576.125	638.6504203200684
1518	GO:0031509	1.0	0.5166689072825381	0	6	subtelomeric heterochromatin formation	BP	1.0	2530.1666666666665	2685.0568843550077
1519	GO:0031623	1.0	0.4535109285589959	0	7	receptor internalization	BP	1.0	3018.714285714286	1589.3943783076365
1520	GO:0031929	1.0	0.4895000099119094	0	6	TOR signaling	BP	1.0	4094.3333333333335	2620.824085834242
1521	GO:0031990	1.0	0.5109597345088281	0	6	mRNA export from nucleus in response to heat stress	BP	1.0	2208.8333333333335	1539.2222512973522
1522	GO:0032007	1.0	0.3102841269661082	0	10	negative regulation of TOR signaling	BP	1.0	2842.8	1572.4458528038413
1523	GO:0032012	1.0	0.5449294117125242	0	5	regulation of ARF protein signal transduction	BP	1.0	4926.0	2336.6011212870717
1524	GO:0032024	1.0	0.5449230657634354	0	6	positive regulation of insulin secretion	BP	1.0	2067.8333333333335	1783.6014518072384
1525	GO:0032053	1.0	0.3909483414024823	0	8	ciliary basal body organization	BP	1.0	3063.75	2010.7957846335366
1526	GO:0032147	1.0	0.5451473807117723	0	5	activation of protein kinase activity	BP	1.0	3553.8	1718.2809316290513
1527	GO:0032418	1.0	0.2868725799337775	0	11	lysosome localization	BP	1.0	3382.909090909091	3455.375060672481
1528	GO:0032435	1.0	0.4385670083302779	0	7	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	BP	1.0	2854.714285714286	2398.505767841167
1529	GO:0032436	1.0	0.0057201933800761	0	44	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	BP	1.0	3055.3863636363635	2542.0094701195912
1530	GO:0032456	1.0	0.0310507055014356	0	30	endocytic recycling	BP	1.0	3072.6666666666665	1929.03397815821
1531	GO:0032483	1.0	0.2328017519893981	0	12	regulation of Rab protein signal transduction	BP	1.0	5577.083333333333	1293.8661998273064
1532	GO:0032502	1.0	0.3369788067901061	0	10	developmental process	BP	1.0	1727.6	1265.591814132819
1533	GO:0032507	1.0	0.4294620304269183	0	7	maintenance of protein location in cell	BP	1.0	3343.0	1515.8880471289995
1534	GO:0032511	1.0	0.4854261372897037	0	7	late endosome to vacuole transport via multivesicular body sorting pathway	BP	1.0	1062.142857142857	280.7766924450962
1535	GO:0032515	1.0	0.5918874324315502	0	5	negative regulation of phosphoprotein phosphatase activity	BP	1.0	1872.6	1268.2223148959333
1536	GO:0032785	1.0	0.5889476616338268	0	5	negative regulation of DNA-templated transcription, elongation	BP	1.0	2209.6	1651.936027817058
1537	GO:0032786	1.0	0.6284210802156778	0	5	positive regulation of DNA-templated transcription, elongation	BP	1.0	1832.8	1369.555752789933
1538	GO:0032868	1.0	0.5612126542809757	0	5	response to insulin	BP	1.0	2168.8	1757.402105381691
1539	GO:0032869	1.0	0.0788602650906994	0	23	cellular response to insulin stimulus	BP	1.0	2572.0434782608695	1842.6640326549154
1540	GO:0032877	1.0	0.4856503366199927	0	6	positive regulation of DNA endoreduplication	BP	1.0	2612.3333333333335	1080.283707592079
1541	GO:0032879	1.0	0.5161814210520912	0	8	regulation of localization	BP	1.0	1230.5	1679.0518157579295
1542	GO:0032958	1.0	0.4870510748788454	0	6	inositol phosphate biosynthetic process	BP	1.0	2755.3333333333335	1276.9925171624495
1543	GO:0032968	1.0	0.144401910998206	0	17	positive regulation of transcription elongation by RNA polymerase II	BP	1.0	4032.705882352941	3131.118344931312
1544	GO:0032979	1.0	0.4511376249916969	0	7	protein insertion into mitochondrial inner membrane from matrix	BP	1.0	1365.857142857143	284.9167440155249
1545	GO:0033119	1.0	0.5530004838215083	0	5	negative regulation of RNA splicing	BP	1.0	1934.6	621.7651003393485
1546	GO:0033227	1.0	0.0472774892424708	0	26	dsRNA transport	BP	1.0	3481.8076923076924	3002.092462820798
1547	GO:0033353	1.0	0.5365242111797149	0	6	S-adenosylmethionine cycle	BP	1.0	1485.8333333333333	806.3875033478356
1548	GO:0033363	1.0	0.4596058087809313	0	7	secretory granule organization	BP	1.0	2693.714285714286	1782.8152467604805
1549	GO:0033615	1.0	0.5941545704848086	0	5	mitochondrial proton-transporting ATP synthase complex assembly	BP	1.0	1097.0	318.2445600477721
1550	GO:0034058	1.0	0.2344654795052026	0	12	endosomal vesicle fusion	BP	1.0	2604.9166666666665	809.417842066479
1551	GO:0034063	1.0	0.3789066512442448	0	8	stress granule assembly	BP	1.0	5493.75	3844.0705882566726
1552	GO:0034080	1.0	0.5131430444771851	0	6	CENP-A containing chromatin assembly	BP	1.0	2478.1666666666665	1812.5444745501343
1553	GO:0034198	1.0	0.1933592087428398	0	14	cellular response to amino acid starvation	BP	1.0	2911.214285714286	1678.629933630886
1554	GO:0034244	1.0	0.3827223632657632	0	8	negative regulation of transcription elongation by RNA polymerase II	BP	1.0	2788.375	1621.6209434929606
1555	GO:0034314	1.0	0.2947031756305421	0	11	Arp2/3 complex-mediated actin nucleation	BP	1.0	1668.1818181818182	722.9450901042105
1556	GO:0034332	1.0	0.3404492708790075	0	10	adherens junction organization	BP	1.0	3501.8	2668.481545748443
1557	GO:0034333	1.0	0.5449294116966646	0	5	adherens junction assembly	BP	1.0	3794.0	1200.0431658902942
1558	GO:0034334	1.0	0.4831647363136829	0	6	adherens junction maintenance	BP	1.0	2849.0	891.093897035174
1559	GO:0034454	1.0	0.5470030529528604	0	5	microtubule anchoring at centrosome	BP	1.0	3825.0	2061.587058554647
1560	GO:0034472	1.0	0.1870717962582491	0	14	snRNA 3'-end processing	BP	1.0	2963.4285714285716	1513.1893335546856
1561	GO:0034497	1.0	0.4835973251060975	0	6	protein localization to phagophore assembly site	BP	1.0	2684.1666666666665	831.9081312794634
1562	GO:0034501	1.0	0.3528734374612128	0	9	protein localization to kinetochore	BP	1.0	4553.777777777777	3807.013783875399
1563	GO:0034514	1.0	0.544947523552856	0	5	mitochondrial unfolded protein response	BP	1.0	2191.2	168.31565583747698
1564	GO:0034644	1.0	0.605141313712289	0	7	cellular response to UV	BP	1.0	522.7142857142857	47.784379652513124
1565	GO:0034727	1.0	0.5449294116966646	0	5	piecemeal microautophagy of the nucleus	BP	1.0	4291.6	1701.470493426201
1566	GO:0034728	1.0	0.265493940964651	0	11	nucleosome organization	BP	1.0	4490.909090909091	2128.788407203644
1567	GO:0035019	1.0	0.0943806952874587	0	20	somatic stem cell population maintenance	BP	1.0	3745.1	2080.297860884349
1568	GO:0035051	1.0	0.4853150698704252	0	6	cardiocyte differentiation	BP	1.0	2598.5	1483.596615211381
1569	GO:0035069	1.0	0.3396637588460903	0	9	larval midgut histolysis	BP	1.0	3343.0	1656.2746014944369
1570	GO:0035072	1.0	0.1969818148816572	0	14	ecdysone-mediated induction of salivary gland cell autophagic cell death	BP	1.0	3652.285714285714	1954.7238909359855
1571	GO:0035075	1.0	0.0996017299446087	0	19	response to ecdysone	BP	1.0	4450.9473684210525	1732.1277597733042
1572	GO:0035092	1.0	0.2186905471608082	0	17	sperm DNA condensation	BP	1.0	953.9411764705883	735.410767217745
1573	GO:0035094	1.0	0.5465807758815607	0	5	response to nicotine	BP	1.0	2272.8	617.6233156220708
1574	GO:0035169	1.0	0.4274096263461634	0	7	lymph gland plasmatocyte differentiation	BP	1.0	3533.8571428571427	1087.5773113499865
1575	GO:0035171	1.0	0.5449294117045944	0	5	lamellocyte differentiation	BP	1.0	6119.2	2432.46865550206
1576	GO:0035186	1.0	0.1376661854795893	0	17	syncytial blastoderm mitotic cell cycle	BP	1.0	3718.4117647058824	1887.2560865797145
1577	GO:0035193	1.0	0.5041888133645489	0	6	larval central nervous system remodeling	BP	1.0	2256.5	1543.258862494127
1578	GO:0035195	1.0	0.1845528320460767	0	14	miRNA-mediated gene silencing	BP	1.0	3573.214285714286	1532.5510095715495
1579	GO:0035204	1.0	0.3565914758067888	0	9	negative regulation of lamellocyte differentiation	BP	1.0	3776.4444444444443	2835.9778682380093
1580	GO:0035206	1.0	0.0408715125818062	0	27	regulation of hemocyte proliferation	BP	1.0	5238.555555555556	8313.492305943855
1581	GO:0035214	1.0	0.165053878958269	0	15	eye-antennal disc development	BP	1.0	4190.266666666666	2102.808486022655
1582	GO:0035215	1.0	0.2328017519860104	0	12	genital disc development	BP	1.0	3233.4166666666665	834.4821206725895
1583	GO:0035218	1.0	0.3003180597085665	0	10	leg disc development	BP	1.0	2491.4	1039.9708842078226
1584	GO:0035224	1.0	0.378511083681843	0	8	genital disc anterior/posterior pattern formation	BP	1.0	3454.75	944.4662182947573
1585	GO:0035235	1.0	0.5449853915396925	0	5	ionotropic glutamate receptor signaling pathway	BP	1.0	2942.6	1006.7189478697617
1586	GO:0035249	1.0	0.2734698955600543	0	12	synaptic transmission, glutamatergic	BP	1.0	3718.1666666666665	2628.378804299123
1587	GO:0035263	1.0	0.564090633956087	0	5	genital disc sexually dimorphic development	BP	1.0	3256.6	1428.6618354250245
1588	GO:0035264	1.0	0.2665826594340057	0	11	multicellular organism growth	BP	1.0	4104.909090909091	2674.45707165009
1589	GO:0035271	1.0	0.5451131841241668	0	5	ring gland development	BP	1.0	2945.2	1170.6605656636768
1590	GO:0035284	1.0	0.5792175811760132	0	5	brain segmentation	BP	1.0	2985.4	1579.5474795016453
1591	GO:0035288	1.0	0.4826050384411326	0	6	anterior head segmentation	BP	1.0	3102.6666666666665	827.8835801139085
1592	GO:0035293	1.0	0.1012784807365681	0	19	chitin-based larval cuticle pattern formation	BP	1.0	4001.3684210526317	1756.7581749684728
1593	GO:0035308	1.0	0.5685737810780025	0	5	negative regulation of protein dephosphorylation	BP	1.0	1500.2	561.1029851996868
1594	GO:0035329	1.0	0.3415152850145352	0	9	hippo signaling	BP	1.0	2692.4444444444443	1503.5503990452517
1595	GO:0035331	1.0	0.006322098407655	0	43	negative regulation of hippo signaling	BP	1.0	4014.9302325581393	2562.8603061073927
1596	GO:0035335	1.0	0.2375434585728105	0	12	peptidyl-tyrosine dephosphorylation	BP	1.0	4531.833333333333	1818.6341868434001
1597	GO:0035626	1.0	0.5519022042367389	0	5	juvenile hormone mediated signaling pathway	BP	1.0	4312.2	2732.0437331785156
1598	GO:0035883	1.0	0.3418808848847632	0	9	enteroendocrine cell differentiation	BP	1.0	2639.777777777778	1035.231136593582
1599	GO:0035970	1.0	0.560656049256528	0	5	peptidyl-threonine dephosphorylation	BP	1.0	2302.2	1646.4148201470978
1600	GO:0035999	1.0	0.5738889087073715	0	5	tetrahydrofolate interconversion	BP	1.0	1629.8	831.9436038578577
1601	GO:0036159	1.0	0.4636962552871582	0	7	inner dynein arm assembly	BP	1.0	2514.5714285714284	1456.1637326641985
1602	GO:0036297	1.0	0.2484471620321847	0	13	interstrand cross-link repair	BP	1.0	2366.4615384615386	1558.7896495671355
1603	GO:0036444	1.0	0.5252755993729699	0	6	calcium import into the mitochondrion	BP	1.0	1506.3333333333333	633.061520619354
1604	GO:0038001	1.0	0.4375500006581234	0	7	paracrine signaling	BP	1.0	1863.5714285714287	478.51671329009946
1605	GO:0038066	1.0	0.48939642873963	0	6	p38MAPK cascade	BP	1.0	2244.5	1409.2685750653304
1606	GO:0038202	1.0	0.3966810983634427	0	8	TORC1 signaling	BP	1.0	3710.125	2491.8389011681716
1607	GO:0040037	1.0	0.4890136924713379	0	6	negative regulation of fibroblast growth factor receptor signaling pathway	BP	1.0	4392.166666666667	2097.3296050507233
1608	GO:0042058	1.0	0.5695672869162554	0	5	regulation of epidermal growth factor receptor signaling pathway	BP	1.0	2632.8	1282.2955041643092
1609	GO:0042066	1.0	0.5449294117045944	0	5	perineurial glial growth	BP	1.0	7944.8	4667.150068296498
1610	GO:0042073	1.0	0.1893902517666247	0	15	intraciliary transport	BP	1.0	2481.3333333333335	1541.8016589547294
1611	GO:0042274	1.0	0.4491981437256903	0	7	ribosomal small subunit biogenesis	BP	1.0	1876.2857142857142	911.4993479012969
1612	GO:0042321	1.0	0.5862409518655838	0	5	negative regulation of circadian sleep/wake cycle, sleep	BP	1.0	3330.6	3614.074243841706
1613	GO:0042417	1.0	0.4541845991183806	0	7	dopamine metabolic process	BP	1.0	2121.4285714285716	926.8696713967408
1614	GO:0042461	1.0	0.2435639846717416	0	12	photoreceptor cell development	BP	1.0	3349.5	1837.9473831786734
1615	GO:0042595	1.0	0.4771150004970157	0	7	behavioral response to starvation	BP	1.0	1646.7142857142858	891.4911608063865
1616	GO:0042659	1.0	0.3236676872134714	0	10	regulation of cell fate specification	BP	1.0	3203.9	1708.5986333835106
1617	GO:0042694	1.0	0.4274033968674815	0	7	muscle cell fate specification	BP	1.0	4183.142857142857	1498.7104388746468
1618	GO:0042789	1.0	0.493654830902983	0	6	mRNA transcription by RNA polymerase II	BP	1.0	3282.1666666666665	2719.737083902699
1619	GO:0042795	1.0	0.4872951470863327	0	6	snRNA transcription by RNA polymerase II	BP	1.0	2949.0	1677.604740892999
1620	GO:0042797	1.0	0.3204002278543204	0	12	tRNA transcription by RNA polymerase III	BP	1.0	1350.5	1229.2953604945124
1621	GO:0042832	1.0	0.5678192332114588	0	6	defense response to protozoan	BP	1.0	1364.8333333333333	907.4097598231034
1622	GO:0043069	1.0	0.4834532940917911	0	6	negative regulation of programmed cell death	BP	1.0	3269.1666666666665	1311.3196173659908
1623	GO:0043113	1.0	0.5637236591459559	0	5	receptor clustering	BP	1.0	3152.6	1638.6374339676242
1624	GO:0043150	1.0	0.5469244205943503	0	5	DNA synthesis involved in double-strand break repair via homologous recombination	BP	1.0	3520.2	1749.7659729232364
1625	GO:0043162	1.0	0.2709311804197949	0	12	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	1.0	1378.25	612.295561119519
1626	GO:0043328	1.0	0.5246617396905113	0	6	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	1.0	2128.1666666666665	1854.6912965654299
1627	GO:0043408	1.0	0.4499592742393492	0	7	regulation of MAPK cascade	BP	1.0	3061.0	1407.2454349848551
1628	GO:0043409	1.0	0.5449294117045944	0	5	negative regulation of MAPK cascade	BP	1.0	2969.4	437.7846959408243
1629	GO:0043410	1.0	0.3175827498687676	0	10	positive regulation of MAPK cascade	BP	1.0	4848.1	3377.4050526994833
1630	GO:0043519	1.0	0.43240974662696	0	7	regulation of myosin II filament organization	BP	1.0	3947.714285714286	2154.219097113232
1631	GO:0043524	1.0	0.1264854828636209	0	18	negative regulation of neuron apoptotic process	BP	1.0	3116.3888888888887	4380.579377445267
1632	GO:0043666	1.0	0.5639522940900356	0	5	regulation of phosphoprotein phosphatase activity	BP	1.0	2053.2	1554.552462929444
1633	GO:0043695	1.0	0.3110232803445719	0	14	detection of pheromone	BP	1.0	725.2142857142857	334.28135680920656
1634	GO:0044772	1.0	0.4287101740631648	0	7	mitotic cell cycle phase transition	BP	1.0	2634.8571428571427	621.0291984328293
1635	GO:0044782	1.0	0.3573741345600243	0	9	cilium organization	BP	1.0	2133.3333333333335	1122.5579915730164
1636	GO:0045003	1.0	0.3390997860433312	0	9	double-strand break repair via synthesis-dependent strand annealing	BP	1.0	3404.0	1994.7781274562287
1637	GO:0045004	1.0	0.5453595365336227	0	5	DNA replication proofreading	BP	1.0	3076.6	1102.9349210175549
1638	GO:0045022	1.0	0.4297193160704092	0	7	early endosome to late endosome transport	BP	1.0	3611.285714285714	1733.602748554558
1639	GO:0045035	1.0	0.3219631926509228	0	10	sensory organ precursor cell division	BP	1.0	2742.9	1084.0419226210765
1640	GO:0045039	1.0	0.3815211834004711	0	11	protein insertion into mitochondrial inner membrane	BP	1.0	878.4545454545455	537.3394667054885
1641	GO:0045041	1.0	0.4876708093335867	0	6	protein import into mitochondrial intermembrane space	BP	1.0	2096.3333333333335	496.87042800132735
1642	GO:0045116	1.0	0.312983024637348	0	11	protein neddylation	BP	1.0	1289.0	528.2420244202806
1643	GO:0045184	1.0	0.4631570333079012	0	7	establishment of protein localization	BP	1.0	3450.285714285714	1941.970259760926
1644	GO:0045186	1.0	0.3647022287420167	0	9	zonula adherens assembly	BP	1.0	5492.333333333333	3924.881456100865
1645	GO:0045197	1.0	0.137927529293588	0	17	establishment or maintenance of epithelial cell apical/basal polarity	BP	1.0	4256.35294117647	3142.4727981634514
1646	GO:0045292	1.0	0.2896542447363506	0	11	mRNA cis splicing, via spliceosome	BP	1.0	1925.2727272727273	894.8650574664205
1647	GO:0045313	1.0	0.3579724531238996	0	9	rhabdomere membrane biogenesis	BP	1.0	2376.6666666666665	1358.119942338591
1648	GO:0045314	1.0	0.4274033968674815	0	7	regulation of compound eye photoreceptor development	BP	1.0	4172.571428571428	1214.4672973474958
1649	GO:0045317	1.0	0.4826050384411326	0	6	equator specification	BP	1.0	7962.166666666667	5021.451762743077
1650	GO:0045324	1.0	0.5108468383348846	0	6	late endosome to vacuole transport	BP	1.0	1689.0	863.6069707916906
1651	GO:0045332	1.0	0.325636641789856	0	10	phospholipid translocation	BP	1.0	3630.5	1987.2992854625597
1652	GO:0045466	1.0	0.2920731483368547	0	11	R7 cell differentiation	BP	1.0	4746.090909090909	3783.287302058536
1653	GO:0045498	1.0	0.3010680755142787	0	10	sex comb development	BP	1.0	4064.8	2633.548017409214
1654	GO:0045571	1.0	0.1891908682888285	0	14	negative regulation of imaginal disc growth	BP	1.0	4756.785714285715	3745.5674790071425
1655	GO:0045595	1.0	0.3352075143516411	0	9	regulation of cell differentiation	BP	1.0	5100.111111111111	2427.8804860044056
1656	GO:0045611	1.0	0.4870385975201058	0	6	negative regulation of hemocyte differentiation	BP	1.0	2865.0	1104.6549989325476
1657	GO:0045666	1.0	0.3353097233927927	0	9	positive regulation of neuron differentiation	BP	1.0	3583.5555555555557	1176.2716155634494
1658	GO:0045676	1.0	0.4289195897723812	0	7	regulation of R7 cell differentiation	BP	1.0	4538.142857142857	4171.0610307749
1659	GO:0045705	1.0	0.3785110836763349	0	8	negative regulation of salivary gland boundary specification	BP	1.0	4284.375	2005.8528695731898
1660	GO:0045751	1.0	0.4142960478534774	0	8	negative regulation of Toll signaling pathway	BP	1.0	3750.625	3662.485902276622
1661	GO:0045752	1.0	0.1033442901157745	0	21	positive regulation of Toll signaling pathway	BP	1.0	2587.0476190476193	1612.8478945845327
1662	GO:0045773	1.0	0.3353408309436363	0	9	positive regulation of axon extension	BP	1.0	5942.888888888889	5218.13403099538
1663	GO:0045786	1.0	0.5725493448160701	0	5	negative regulation of cell cycle	BP	1.0	3352.6	2273.4266295616403
1664	GO:0045815	1.0	0.2150393896225372	0	13	epigenetic maintenance of chromatin in transcription-competent conformation	BP	1.0	3917.230769230769	2589.0838045041264
1665	GO:0045823	1.0	0.5810297778322279	0	5	positive regulation of heart contraction	BP	1.0	1971.0	1192.0748298659778
1666	GO:0045850	1.0	0.5449294116966646	0	5	positive regulation of nurse cell apoptotic process	BP	1.0	3256.0	614.6771510313362
1667	GO:0045860	1.0	0.4935758543466514	0	6	positive regulation of protein kinase activity	BP	1.0	4114.666666666667	3337.5921293984115
1668	GO:0045879	1.0	0.0023158177368716	0	51	negative regulation of smoothened signaling pathway	BP	1.0	3054.725490196078	1493.1851214760038
1669	GO:0045910	1.0	0.0818236192466592	0	25	negative regulation of DNA recombination	BP	1.0	1052.0	538.5619370137478
1670	GO:0045927	1.0	0.2313228402694072	0	13	positive regulation of growth	BP	1.0	3973.0	2504.716566185299
1671	GO:0045938	1.0	0.1605510047033028	0	17	positive regulation of circadian sleep/wake cycle, sleep	BP	1.0	2888.6470588235293	1820.524421574776
1672	GO:0045943	1.0	0.544950170190991	0	5	positive regulation of transcription by RNA polymerase I	BP	1.0	4092.6	1952.1625547069586
1673	GO:0045947	1.0	0.5893102310452829	0	5	negative regulation of translational initiation	BP	1.0	2903.4	2626.5888600997305
1674	GO:0046008	1.0	0.4897067273757007	0	7	regulation of female receptivity, post-mating	BP	1.0	1175.2857142857142	529.4052496597922
1675	GO:0046034	1.0	0.3845535269445785	0	9	ATP metabolic process	BP	1.0	1548.0	783.6380967427928
1676	GO:0046331	1.0	0.2992230409811149	0	10	lateral inhibition	BP	1.0	4282.5	2361.071123452235
1677	GO:0046339	1.0	0.4826101408894589	0	6	diacylglycerol metabolic process	BP	1.0	3991.8333333333335	2000.2041076405733
1678	GO:0046533	1.0	0.4828988370074552	0	6	negative regulation of photoreceptor cell differentiation	BP	1.0	4297.333333333333	2335.370039677272
1679	GO:0046578	1.0	0.4826050384411326	0	6	regulation of Ras protein signal transduction	BP	1.0	5688.666666666667	2821.580211315795
1680	GO:0046580	1.0	0.5449294116966646	0	5	negative regulation of Ras protein signal transduction	BP	1.0	4063.6	1243.0904391877527
1681	GO:0046620	1.0	0.3782492701358648	0	9	regulation of organ growth	BP	1.0	3838.222222222222	3028.480945871407
1682	GO:0046621	1.0	0.1616625099054937	0	15	negative regulation of organ growth	BP	1.0	5051.0	3597.459918701898
1683	GO:0046622	1.0	0.2280857940714533	0	13	positive regulation of organ growth	BP	1.0	4647.2307692307695	3430.6330017796145
1684	GO:0046667	1.0	0.3526222729472336	0	9	compound eye retinal cell programmed cell death	BP	1.0	4840.111111111111	2457.542107447305
1685	GO:0046672	1.0	0.3797055831981046	0	8	positive regulation of compound eye retinal cell programmed cell death	BP	1.0	3133.375	1598.9775590592258
1686	GO:0046785	1.0	0.4912611315235885	0	6	microtubule polymerization	BP	1.0	3557.0	2025.038847364004
1687	GO:0046822	1.0	0.4826050384411326	0	6	regulation of nucleocytoplasmic transport	BP	1.0	3706.6666666666665	1391.1718880937115
1688	GO:0046833	1.0	0.5470230298986599	0	5	positive regulation of RNA export from nucleus	BP	1.0	4357.2	2473.493513231842
1689	GO:0046834	1.0	0.4858498200435658	0	6	lipid phosphorylation	BP	1.0	3867.6666666666665	2135.735678610274
1690	GO:0046856	1.0	0.1432354594670592	0	16	phosphatidylinositol dephosphorylation	BP	1.0	2970.0625	836.4064852652388
1691	GO:0046959	1.0	0.2337253257958902	0	12	habituation	BP	1.0	3864.5	1524.6669308409623
1692	GO:0048015	1.0	0.427403396873701	0	7	phosphatidylinositol-mediated signaling	BP	1.0	5575.571428571428	1328.7511706370715
1693	GO:0048024	1.0	0.0650817880250404	0	23	regulation of mRNA splicing, via spliceosome	BP	1.0	2654.7391304347825	1137.9689465233303
1694	GO:0048036	1.0	0.2973200353626228	0	10	central complex development	BP	1.0	4972.4	2687.153445562795
1695	GO:0048066	1.0	0.2672950609643668	0	11	developmental pigmentation	BP	1.0	2679.5454545454545	1182.992535413041
1696	GO:0048067	1.0	0.4455474291069679	0	7	cuticle pigmentation	BP	1.0	2682.714285714286	1644.0568911155385
1697	GO:0048076	1.0	0.5449294117045944	0	5	regulation of compound eye pigmentation	BP	1.0	3570.4	1319.4305741493185
1698	GO:0048133	1.0	0.4252255225835937	0	8	male germ-line stem cell asymmetric division	BP	1.0	3390.875	2948.5216396314613
1699	GO:0048140	1.0	0.3462737394771911	0	9	male germ-line cyst encapsulation	BP	1.0	1952.5555555555557	835.0618222105356
1700	GO:0048142	1.0	0.259993225406455	0	12	germarium-derived cystoblast division	BP	1.0	2313.5833333333335	2005.984648426359
1701	GO:0048172	1.0	0.4274033968674815	0	7	regulation of short-term neuronal synaptic plasticity	BP	1.0	4181.714285714285	2180.454848635664
1702	GO:0048227	1.0	0.5458893319190095	0	5	plasma membrane to endosome transport	BP	1.0	1986.4	314.95371088463145
1703	GO:0048260	1.0	0.3352075143516411	0	9	positive regulation of receptor-mediated endocytosis	BP	1.0	3587.3333333333335	1126.5309582963089
1704	GO:0048278	1.0	0.3496294142042298	0	9	vesicle docking	BP	1.0	1653.0	561.4051814668063
1705	GO:0048280	1.0	0.5200398870895803	0	6	vesicle fusion with Golgi apparatus	BP	1.0	1462.6666666666667	705.5947058254397
1706	GO:0048383	1.0	0.4882574241311726	0	6	mesectoderm development	BP	1.0	3238.0	1374.1334238954626
1707	GO:0048468	1.0	0.5489790292499848	0	5	cell development	BP	1.0	3797.6	1891.0186249743813
1708	GO:0048489	1.0	0.1339363427845609	0	18	synaptic vesicle transport	BP	1.0	3716.777777777778	3008.410627918476
1709	GO:0048515	1.0	0.2302171535439798	0	13	spermatid differentiation	BP	1.0	2723.153846153846	2050.211615575098
1710	GO:0048589	1.0	0.5449294116966646	0	5	developmental growth	BP	1.0	4701.8	2879.1274650490905
1711	GO:0048599	1.0	0.4856384285389529	0	6	oocyte development	BP	1.0	3084.6666666666665	1568.7558410692495
1712	GO:0048619	1.0	0.378511083681843	0	8	embryonic hindgut morphogenesis	BP	1.0	4170.875	2485.0642565887506
1713	GO:0048666	1.0	0.1432906095751799	0	16	neuron development	BP	1.0	4839.9375	2588.299718655811
1714	GO:0048678	1.0	0.5560801560254856	0	5	response to axon injury	BP	1.0	6423.8	5274.953702166494
1715	GO:0048728	1.0	0.5449299931946898	0	5	proboscis development	BP	1.0	2989.6	688.6246001995572
